timestamp,zone,CO_ppm,H2S_ppm,CH4_ppm,O2_percent,temperature_C,pressure_bar,vibration_mm_s,noise_dB,incident_flag
2025-01-05 19:00:00,Zone-B (Blast Furnace),62.93,1.72,113.93,20.94,50.13,2.67,5.16,71.7,0
2025-01-05 19:30:00,Zone-D (Workshop),34.94,5.98,79.34,20.55,25.53,2.4,1.0,90.55,0
2025-01-05 20:00:00,Zone-D (Workshop),81.88,0.0,50.35,21.81,20.0,2.39,0.5,84.25,0
2025-01-05 20:30:00,Zone-D (Workshop),12.77,0.0,40.49,21.6,47.23,1.88,6.85,86.48,0
2025-01-05 21:00:00,Zone-D (Workshop),73.4,0.25,53.06,20.04,41.79,3.25,1.68,83.2,0
2025-01-05 21:30:00,Zone-D (Workshop),34.95,5.12,29.53,21.11,30.35,2.56,0.38,84.46,0
2025-01-05 22:00:00,Zone-B (Blast Furnace),13.71,0.0,0.0,20.45,20.0,2.36,0.0,68.12,0
2025-01-05 22:30:00,Zone-B (Blast Furnace),17.9,0.0,131.69,19.22,33.98,1.9,5.15,73.01,0
2025-01-05 23:00:00,Zone-C (Oxygen Plant),21.99,0.65,56.21,22.44,42.08,1.43,2.32,65.1,0
2025-01-05 23:30:00,Zone-D (Workshop),40.6,3.66,65.93,20.58,54.99,3.55,2.49,72.9,0
2025-01-06 00:00:00,Zone-B (Blast Furnace),43.07,5.6,47.68,23.0,47.83,2.94,2.68,81.84,0
2025-01-06 00:30:00,Zone-C (Oxygen Plant),15.66,0.61,20.6,18.06,69.12,1.2,5.03,76.35,0
2025-01-06 01:00:00,Zone-D (Workshop),29.39,0.77,42.56,19.66,29.47,3.11,2.64,88.11,0
2025-01-06 01:30:00,Zone-A (Coke Oven),83.56,5.46,0.0,20.55,58.22,3.24,7.69,63.59,0
2025-01-06 02:00:00,Zone-C (Oxygen Plant),73.19,0.0,141.08,22.21,45.71,2.6,3.27,80.0,0
2025-01-06 02:30:00,Zone-B (Blast Furnace),40.91,0.83,0.62,21.1,55.42,3.78,5.12,62.52,0
2025-01-06 03:00:00,Zone-A (Coke Oven),30.95,2.57,8.72,20.97,38.45,2.67,4.61,75.94,0
2025-01-06 03:30:00,Zone-A (Coke Oven),33.0,3.35,32.39,18.81,61.08,1.37,2.93,82.4,0
2025-01-06 04:00:00,Zone-A (Coke Oven),45.34,0.47,101.52,18.76,49.43,2.79,1.83,72.85,0
2025-01-06 04:30:00,Zone-C (Oxygen Plant),4.43,2.1,50.58,20.98,34.81,2.7,3.66,80.51,0
2025-01-06 05:00:00,Zone-B (Blast Furnace),23.57,0.0,0.55,18.45,44.82,2.02,4.02,65.4,0
2025-01-06 05:30:00,Zone-A (Coke Oven),0.0,0.03,100.17,19.7,41.41,2.96,1.85,58.36,0
2025-01-06 06:00:00,Zone-D (Workshop),39.98,3.36,79.24,21.25,52.34,1.17,3.33,80.57,0
2025-01-06 06:30:00,Zone-A (Coke Oven),46.18,0.0,71.54,19.03,27.3,3.29,5.47,92.44,0
2025-01-06 07:00:00,Zone-A (Coke Oven),17.92,2.18,78.63,22.91,44.56,1.8,7.14,65.04,0
2025-01-06 07:30:00,Zone-C (Oxygen Plant),69.35,3.34,145.77,22.34,50.93,1.71,4.71,87.22,0
2025-01-06 08:00:00,Zone-C (Oxygen Plant),0.0,0.97,137.4,18.14,45.5,2.41,6.73,75.43,0
2025-01-06 08:30:00,Zone-B (Blast Furnace),0.0,2.51,22.53,19.1,65.2,2.85,1.74,61.64,0
2025-01-06 09:00:00,Zone-D (Workshop),35.61,0.0,114.96,17.07,56.61,2.63,4.4,63.68,0
2025-01-06 09:30:00,Zone-C (Oxygen Plant),56.18,1.38,65.33,19.33,44.89,1.91,5.68,75.16,0
2025-01-06 10:00:00,Zone-A (Coke Oven),72.1,3.83,69.96,21.65,48.25,2.1,1.21,70.96,0
2025-01-06 10:30:00,Zone-B (Blast Furnace),18.53,2.47,0.0,19.88,49.43,1.59,2.03,61.87,0
2025-01-06 11:00:00,Zone-A (Coke Oven),56.97,0.24,43.18,21.19,51.05,2.32,6.48,58.06,0
2025-01-06 11:30:00,Zone-A (Coke Oven),188.69,31.98,17.49,13.21,20.0,5.57,1.05,66.53,1
2025-01-06 12:00:00,Zone-C (Oxygen Plant),25.68,4.14,83.12,21.7,40.48,2.5,0.32,76.94,0
2025-01-06 12:30:00,Zone-B (Blast Furnace),52.09,0.0,92.84,19.67,22.73,3.19,6.06,74.94,0
2025-01-06 13:00:00,Zone-D (Workshop),46.31,5.48,0.0,20.52,64.17,3.66,5.39,69.99,0
2025-01-06 13:30:00,Zone-D (Workshop),0.0,0.99,49.12,20.36,44.09,2.03,3.86,77.02,0
2025-01-06 14:00:00,Zone-C (Oxygen Plant),66.91,3.28,94.87,18.59,42.1,2.35,2.91,85.4,0
2025-01-06 14:30:00,Zone-C (Oxygen Plant),64.5,5.59,42.53,18.77,58.45,4.24,2.12,78.94,0
2025-01-06 15:00:00,Zone-B (Blast Furnace),14.36,0.0,79.16,21.95,51.33,3.66,3.56,73.79,0
2025-01-06 15:30:00,Zone-D (Workshop),39.9,0.0,64.05,21.1,28.07,1.16,6.16,84.28,0
2025-01-06 16:00:00,Zone-D (Workshop),42.35,1.13,63.67,22.08,43.94,2.81,3.48,65.4,0
2025-01-06 16:30:00,Zone-D (Workshop),36.52,0.0,39.15,20.99,39.97,2.5,7.33,72.75,0
2025-01-06 17:00:00,Zone-A (Coke Oven),16.24,7.2,1.34,20.71,20.0,3.16,1.2,72.99,0
2025-01-06 17:30:00,Zone-D (Workshop),13.21,0.0,5.14,17.91,34.65,1.9,2.96,62.63,0
2025-01-06 18:00:00,Zone-A (Coke Oven),29.36,0.33,78.37,20.09,42.25,1.83,2.25,70.8,0
2025-01-06 18:30:00,Zone-B (Blast Furnace),59.32,2.61,50.78,20.46,43.28,1.96,0.83,54.25,0
2025-01-06 19:00:00,Zone-A (Coke Oven),43.59,0.0,44.46,23.0,22.77,2.04,2.69,94.12,0
2025-01-06 19:30:00,Zone-B (Blast Furnace),20.73,0.81,33.04,21.53,62.27,3.15,3.83,65.63,0
2025-01-06 20:00:00,Zone-D (Workshop),49.29,2.95,37.79,22.8,43.47,1.56,4.05,90.86,0
2025-01-06 20:30:00,Zone-D (Workshop),0.0,1.0,91.88,21.4,45.56,2.0,7.34,75.38,0
2025-01-06 21:00:00,Zone-B (Blast Furnace),58.72,1.72,36.59,19.43,51.01,1.07,3.93,80.65,0
2025-01-06 21:30:00,Zone-C (Oxygen Plant),0.0,0.41,0.0,20.68,33.18,3.31,5.3,70.11,0
2025-01-06 22:00:00,Zone-B (Blast Furnace),20.94,0.0,79.75,20.85,51.85,3.52,3.13,77.08,0
2025-01-06 22:30:00,Zone-C (Oxygen Plant),2.01,2.96,41.8,19.09,39.49,2.24,6.36,81.5,0
2025-01-06 23:00:00,Zone-A (Coke Oven),0.0,7.26,51.26,19.92,31.55,2.26,7.8,81.65,0
2025-01-06 23:30:00,Zone-A (Coke Oven),59.02,2.06,114.3,20.19,53.6,2.86,4.06,82.75,0
2025-01-07 00:00:00,Zone-A (Coke Oven),18.31,2.68,49.18,22.91,67.38,3.68,1.01,71.32,0
2025-01-07 00:30:00,Zone-D (Workshop),38.66,4.08,61.57,17.38,55.87,2.83,1.9,70.2,0
2025-01-07 01:00:00,Zone-A (Coke Oven),28.83,0.0,2.84,22.31,58.84,1.94,3.56,59.06,0
2025-01-07 01:30:00,Zone-C (Oxygen Plant),41.93,7.11,41.21,19.09,37.19,1.2,3.91,80.23,0
2025-01-07 02:00:00,Zone-A (Coke Oven),31.92,2.61,74.38,18.44,21.04,1.61,4.4,85.82,0
2025-01-07 02:30:00,Zone-B (Blast Furnace),0.0,6.9,0.0,22.27,67.35,2.56,3.92,91.16,0
2025-01-07 03:00:00,Zone-B (Blast Furnace),291.91,20.12,58.03,17.54,75.82,4.88,3.01,78.05,1
2025-01-07 03:30:00,Zone-D (Workshop),17.66,7.45,54.03,22.38,68.14,2.66,1.73,67.34,0
2025-01-07 04:00:00,Zone-B (Blast Furnace),0.0,4.33,51.65,21.7,39.96,2.06,3.8,58.03,0
2025-01-07 04:30:00,Zone-C (Oxygen Plant),19.3,3.66,91.49,23.0,27.68,1.65,6.71,85.42,0
2025-01-07 05:00:00,Zone-A (Coke Oven),67.52,2.7,63.38,21.34,29.01,1.56,5.04,57.04,0
2025-01-07 05:30:00,Zone-D (Workshop),51.26,1.25,109.12,20.27,20.0,3.75,4.07,71.59,0
2025-01-07 06:00:00,Zone-A (Coke Oven),21.28,5.6,10.26,21.01,43.39,3.21,5.06,72.76,0
2025-01-07 06:30:00,Zone-A (Coke Oven),21.27,2.42,55.44,22.37,69.09,3.88,2.26,74.31,0
2025-01-07 07:00:00,Zone-C (Oxygen Plant),21.96,0.0,53.38,19.33,42.88,2.93,1.98,75.36,0
2025-01-07 07:30:00,Zone-B (Blast Furnace),81.92,0.0,7.23,19.52,49.53,2.16,1.5,76.38,0
2025-01-07 08:00:00,Zone-B (Blast Furnace),39.55,1.44,88.25,20.04,65.63,3.56,2.75,50.85,0
2025-01-07 08:30:00,Zone-A (Coke Oven),40.75,2.93,142.99,17.34,38.94,2.47,2.16,75.15,0
2025-01-07 09:00:00,Zone-D (Workshop),55.76,1.83,49.32,20.71,75.53,2.68,5.42,52.7,0
2025-01-07 09:30:00,Zone-B (Blast Furnace),35.97,5.66,70.2,17.67,74.88,2.47,2.05,82.32,0
2025-01-07 10:00:00,Zone-D (Workshop),23.52,0.0,53.38,20.58,43.03,0.5,1.39,69.45,0
2025-01-07 10:30:00,Zone-B (Blast Furnace),25.09,2.43,21.46,21.8,36.34,3.78,6.89,53.43,0
2025-01-07 11:00:00,Zone-D (Workshop),28.21,0.0,0.0,19.78,55.46,2.89,2.1,66.86,0
2025-01-07 11:30:00,Zone-C (Oxygen Plant),29.07,4.28,21.77,23.0,39.79,2.76,3.31,69.3,0
2025-01-07 12:00:00,Zone-D (Workshop),48.19,1.72,0.0,18.31,27.65,2.45,3.9,86.91,0
2025-01-07 12:30:00,Zone-C (Oxygen Plant),31.3,3.26,118.16,22.29,64.22,2.63,0.73,76.97,0
2025-01-07 13:00:00,Zone-C (Oxygen Plant),48.32,0.0,45.4,21.51,63.25,2.02,5.47,78.44,0
2025-01-07 13:30:00,Zone-D (Workshop),27.98,5.84,36.16,17.93,47.33,2.99,4.27,86.81,0
2025-01-07 14:00:00,Zone-C (Oxygen Plant),31.97,5.13,85.57,23.0,26.06,1.45,6.12,74.04,0
2025-01-07 14:30:00,Zone-A (Coke Oven),0.0,3.75,5.13,20.4,26.56,2.65,1.64,82.54,0
2025-01-07 15:00:00,Zone-C (Oxygen Plant),52.91,1.61,19.33,19.18,46.61,2.95,3.2,81.84,0
2025-01-07 15:30:00,Zone-B (Blast Furnace),38.66,3.74,52.72,18.39,37.5,2.34,3.08,62.14,0
2025-01-07 16:00:00,Zone-D (Workshop),54.95,0.0,91.15,20.17,39.88,2.8,3.53,89.73,0
2025-01-07 16:30:00,Zone-A (Coke Oven),0.0,4.57,70.07,20.31,60.33,1.71,0.09,60.8,0
2025-01-07 17:00:00,Zone-D (Workshop),82.21,6.95,59.93,20.65,56.0,1.73,3.22,84.17,0
2025-01-07 17:30:00,Zone-B (Blast Furnace),26.51,5.21,53.12,20.05,65.67,2.69,0.15,59.83,0
2025-01-07 18:00:00,Zone-B (Blast Furnace),57.7,0.0,66.01,21.45,30.14,3.04,3.72,81.01,0
2025-01-07 18:30:00,Zone-B (Blast Furnace),4.0,3.08,58.07,19.92,39.85,1.0,0.0,93.62,0
2025-01-07 19:00:00,Zone-C (Oxygen Plant),45.32,0.0,8.8,17.6,56.38,2.92,0.0,72.87,0
2025-01-07 19:30:00,Zone-C (Oxygen Plant),3.66,3.72,51.84,20.28,51.72,2.07,4.64,72.44,0
2025-01-07 20:00:00,Zone-D (Workshop),14.41,3.35,7.05,16.95,67.99,2.35,1.91,81.1,0
2025-01-07 20:30:00,Zone-D (Workshop),77.85,0.0,53.24,21.03,51.31,1.43,1.02,71.71,0
2025-01-07 21:00:00,Zone-A (Coke Oven),25.23,0.0,30.77,19.03,72.72,1.82,5.54,93.18,0
2025-01-07 21:30:00,Zone-A (Coke Oven),35.44,1.15,151.58,20.75,53.1,3.27,3.66,76.92,0
2025-01-07 22:00:00,Zone-D (Workshop),51.75,1.1,48.4,22.47,60.93,2.53,4.74,71.8,0
2025-01-07 22:30:00,Zone-C (Oxygen Plant),42.39,0.0,0.0,19.08,40.15,2.19,2.67,69.6,0
2025-01-07 23:00:00,Zone-B (Blast Furnace),33.76,3.17,44.63,22.09,45.21,2.41,8.36,65.67,0
2025-01-07 23:30:00,Zone-D (Workshop),39.12,2.75,70.77,19.85,58.66,2.89,1.79,68.72,0
2025-01-08 00:00:00,Zone-A (Coke Oven),90.09,1.42,116.93,23.0,69.19,2.85,6.49,71.49,0
2025-01-08 00:30:00,Zone-C (Oxygen Plant),28.56,0.0,26.42,19.95,55.94,2.44,2.88,70.12,0
2025-01-08 01:00:00,Zone-D (Workshop),35.03,5.15,0.0,19.24,43.75,3.37,0.0,68.42,0
2025-01-08 01:30:00,Zone-D (Workshop),56.27,6.97,82.67,21.53,65.66,3.28,3.97,95.99,0
2025-01-08 02:00:00,Zone-C (Oxygen Plant),57.64,0.55,0.0,19.85,20.0,2.83,3.63,64.7,0
2025-01-08 02:30:00,Zone-D (Workshop),59.68,0.16,32.55,19.24,23.67,2.54,0.9,76.47,0
2025-01-08 03:00:00,Zone-C (Oxygen Plant),45.97,3.47,39.7,19.78,55.22,3.03,1.16,80.93,0
2025-01-08 03:30:00,Zone-B (Blast Furnace),1.42,0.93,47.21,20.43,45.21,2.75,2.95,81.3,0
2025-01-08 04:00:00,Zone-C (Oxygen Plant),70.84,1.58,77.57,22.51,54.08,3.35,3.7,74.41,0
2025-01-08 04:30:00,Zone-C (Oxygen Plant),1.34,4.22,22.65,17.6,45.97,3.22,0.0,72.59,0
2025-01-08 05:00:00,Zone-C (Oxygen Plant),37.57,0.0,39.05,20.53,53.56,1.69,5.11,79.52,0
2025-01-08 05:30:00,Zone-D (Workshop),11.14,5.95,49.43,21.44,32.78,1.63,2.01,77.67,0
2025-01-08 06:00:00,Zone-D (Workshop),28.4,2.22,55.98,20.79,53.56,1.94,0.34,72.41,0
2025-01-08 06:30:00,Zone-C (Oxygen Plant),38.22,0.77,53.91,22.46,59.92,3.28,4.88,59.38,0
2025-01-08 07:00:00,Zone-D (Workshop),38.03,1.73,67.44,20.39,63.31,1.24,2.95,70.32,0
2025-01-08 07:30:00,Zone-A (Coke Oven),40.55,1.89,83.75,20.22,75.2,2.82,5.43,63.53,0
2025-01-08 08:00:00,Zone-A (Coke Oven),70.34,0.0,65.71,21.39,48.66,2.79,3.88,68.33,0
2025-01-08 08:30:00,Zone-D (Workshop),41.34,6.48,68.14,20.65,49.11,3.43,3.0,75.33,0
2025-01-08 09:00:00,Zone-D (Workshop),23.9,2.12,0.0,19.91,22.15,2.64,2.69,78.59,0
2025-01-08 09:30:00,Zone-C (Oxygen Plant),54.1,3.33,52.01,21.27,37.03,1.43,3.97,92.8,0
2025-01-08 10:00:00,Zone-B (Blast Furnace),59.74,4.85,69.18,19.52,42.1,1.73,2.17,69.63,0
2025-01-08 10:30:00,Zone-D (Workshop),0.0,0.0,79.16,19.58,60.75,1.55,1.29,82.75,0
2025-01-08 11:00:00,Zone-A (Coke Oven),44.94,3.42,22.31,19.71,35.83,2.07,4.22,78.06,0
2025-01-08 11:30:00,Zone-C (Oxygen Plant),47.53,1.2,23.64,22.53,56.95,2.35,2.71,87.96,0
2025-01-08 12:00:00,Zone-D (Workshop),22.56,4.54,27.04,15.67,44.98,1.57,3.07,80.76,0
2025-01-08 12:30:00,Zone-A (Coke Oven),64.39,0.0,71.46,21.09,42.34,3.68,5.18,64.92,0
2025-01-08 13:00:00,Zone-A (Coke Oven),26.25,1.7,91.36,20.55,48.73,1.44,2.77,57.77,0
2025-01-08 13:30:00,Zone-B (Blast Furnace),33.14,0.19,33.7,17.98,39.13,3.58,3.03,78.11,0
2025-01-08 14:00:00,Zone-C (Oxygen Plant),25.67,3.3,86.32,20.96,38.56,3.45,1.8,69.72,0
2025-01-08 14:30:00,Zone-C (Oxygen Plant),30.39,3.41,54.94,21.21,20.0,3.22,3.86,65.2,0
2025-01-08 15:00:00,Zone-B (Blast Furnace),2.59,0.0,45.03,21.38,41.28,1.94,3.7,62.32,0
2025-01-08 15:30:00,Zone-B (Blast Furnace),0.0,0.0,41.54,16.52,37.8,2.77,4.8,76.61,0
2025-01-08 16:00:00,Zone-C (Oxygen Plant),69.86,1.67,79.86,22.55,37.26,1.48,1.84,90.08,0
2025-01-08 16:30:00,Zone-C (Oxygen Plant),8.83,0.0,63.02,19.39,51.25,3.23,2.08,70.91,0
2025-01-08 17:00:00,Zone-D (Workshop),5.22,4.53,141.03,21.53,54.88,2.44,4.58,80.9,0
2025-01-08 17:30:00,Zone-D (Workshop),0.0,0.89,15.91,21.61,48.48,2.17,3.5,73.98,0
2025-01-08 18:00:00,Zone-B (Blast Furnace),14.03,0.0,70.72,19.18,59.93,1.52,1.19,62.11,0
2025-01-08 18:30:00,Zone-D (Workshop),0.0,0.88,28.83,21.49,53.63,0.52,5.61,82.35,0
2025-01-08 19:00:00,Zone-A (Coke Oven),71.05,0.0,15.23,19.92,40.57,1.67,0.0,64.05,0
2025-01-08 19:30:00,Zone-D (Workshop),55.25,0.0,49.57,17.39,38.06,3.39,4.57,75.22,0
2025-01-08 20:00:00,Zone-D (Workshop),12.8,0.0,55.49,22.25,49.69,2.18,0.47,71.58,0
2025-01-08 20:30:00,Zone-A (Coke Oven),86.31,2.33,166.73,19.34,53.61,2.36,6.77,83.93,0
2025-01-08 21:00:00,Zone-B (Blast Furnace),54.54,5.99,42.63,19.22,65.97,3.02,0.0,64.42,0
2025-01-08 21:30:00,Zone-A (Coke Oven),21.88,2.94,4.79,19.9,62.87,3.94,5.3,78.91,0
2025-01-08 22:00:00,Zone-D (Workshop),0.0,0.18,60.92,20.91,36.88,3.56,2.84,66.6,0
2025-01-08 22:30:00,Zone-B (Blast Furnace),87.27,3.37,0.0,20.41,43.47,1.72,2.27,69.89,0
2025-01-08 23:00:00,Zone-D (Workshop),0.0,0.62,46.32,21.32,55.07,0.95,3.37,50.0,0
2025-01-08 23:30:00,Zone-A (Coke Oven),0.0,0.0,50.64,18.49,61.02,4.39,4.26,95.92,0
2025-01-09 00:00:00,Zone-A (Coke Oven),55.56,0.0,81.78,19.39,59.08,4.32,1.19,80.51,0
2025-01-09 00:30:00,Zone-D (Workshop),90.99,0.0,88.94,20.33,44.04,2.65,1.37,67.33,0
2025-01-09 01:00:00,Zone-C (Oxygen Plant),64.61,0.83,29.86,23.0,26.19,1.48,4.3,63.75,0
2025-01-09 01:30:00,Zone-C (Oxygen Plant),44.1,2.47,43.98,20.33,30.02,3.27,0.0,70.04,0
2025-01-09 02:00:00,Zone-A (Coke Oven),44.87,1.71,19.36,22.13,49.09,2.41,1.83,82.17,0
2025-01-09 02:30:00,Zone-A (Coke Oven),51.34,0.75,4.88,20.56,50.13,2.41,9.08,56.08,0
2025-01-09 03:00:00,Zone-C (Oxygen Plant),48.97,0.0,62.4,19.77,28.52,3.22,1.06,73.58,0
2025-01-09 03:30:00,Zone-C (Oxygen Plant),37.03,3.82,0.0,20.13,45.67,2.77,5.3,92.71,0
2025-01-09 04:00:00,Zone-D (Workshop),32.61,0.0,33.41,20.25,54.47,1.55,1.83,63.66,0
2025-01-09 04:30:00,Zone-D (Workshop),28.44,4.33,10.19,21.41,27.73,2.24,4.02,75.8,0
2025-01-09 05:00:00,Zone-C (Oxygen Plant),11.15,0.0,71.99,22.56,61.57,3.03,4.31,97.03,0
2025-01-09 05:30:00,Zone-D (Workshop),22.98,0.0,122.06,21.04,39.34,2.91,5.26,81.32,0
2025-01-09 06:00:00,Zone-D (Workshop),0.0,0.0,0.0,22.28,63.86,2.71,2.6,76.26,0
2025-01-09 06:30:00,Zone-B (Blast Furnace),27.54,0.5,0.0,19.05,37.0,3.25,6.98,80.07,0
2025-01-09 07:00:00,Zone-D (Workshop),5.29,4.93,45.0,19.88,29.6,2.21,1.82,70.99,0
2025-01-09 07:30:00,Zone-A (Coke Oven),2.41,3.55,50.63,19.41,38.13,2.64,3.47,88.0,0
2025-01-09 08:00:00,Zone-D (Workshop),34.5,4.94,58.75,20.97,43.57,0.5,3.49,71.01,0
2025-01-09 08:30:00,Zone-D (Workshop),64.8,3.57,32.15,19.96,39.17,2.14,0.76,55.41,0
2025-01-09 09:00:00,Zone-C (Oxygen Plant),52.96,0.0,41.97,21.59,41.76,3.11,2.43,71.09,0
2025-01-09 09:30:00,Zone-A (Coke Oven),0.0,1.01,64.7,19.1,50.01,2.19,3.32,65.33,0
2025-01-09 10:00:00,Zone-D (Workshop),5.26,0.0,91.62,20.56,42.43,2.13,2.14,72.19,0
2025-01-09 10:30:00,Zone-D (Workshop),53.52,5.99,0.0,21.53,44.01,1.67,7.88,72.41,0
2025-01-09 11:00:00,Zone-B (Blast Furnace),5.44,0.0,35.24,17.4,20.0,3.3,1.32,86.97,0
2025-01-09 11:30:00,Zone-D (Workshop),24.38,4.68,58.55,23.0,50.88,2.94,5.36,81.95,0
2025-01-09 12:00:00,Zone-D (Workshop),43.75,4.68,13.28,20.08,43.66,3.16,4.71,77.63,0
2025-01-09 12:30:00,Zone-B (Blast Furnace),5.79,7.49,119.25,17.46,69.15,1.12,2.97,74.97,0
2025-01-09 13:00:00,Zone-C (Oxygen Plant),32.63,0.77,24.58,20.74,30.91,2.37,1.27,64.41,0
2025-01-09 13:30:00,Zone-D (Workshop),0.0,4.14,48.35,20.55,20.0,2.28,1.46,53.19,0
2025-01-09 14:00:00,Zone-B (Blast Furnace),14.97,8.84,72.24,20.38,54.27,2.28,1.96,76.13,0
2025-01-09 14:30:00,Zone-A (Coke Oven),37.99,0.15,26.35,21.99,50.2,2.01,0.0,82.95,0
2025-01-09 15:00:00,Zone-C (Oxygen Plant),0.0,0.0,0.0,21.62,29.87,2.22,0.99,73.92,0
2025-01-09 15:30:00,Zone-A (Coke Oven),41.01,0.0,32.85,20.95,22.05,3.18,0.04,69.65,0
2025-01-09 16:00:00,Zone-A (Coke Oven),29.51,4.14,91.18,21.18,68.06,0.97,5.69,79.65,0
2025-01-09 16:30:00,Zone-B (Blast Furnace),43.81,0.0,36.52,20.34,66.21,3.92,4.24,74.17,0
2025-01-09 17:00:00,Zone-D (Workshop),35.6,0.88,16.14,23.0,20.0,2.89,4.57,91.86,0
2025-01-09 17:30:00,Zone-B (Blast Furnace),64.1,3.31,87.03,18.28,38.13,2.47,4.18,87.33,0
2025-01-09 18:00:00,Zone-B (Blast Furnace),33.13,2.56,36.77,20.71,69.96,3.23,3.33,84.6,0
2025-01-09 18:30:00,Zone-B (Blast Furnace),19.26,3.28,29.59,20.6,37.86,1.34,5.92,82.58,0
2025-01-09 19:00:00,Zone-B (Blast Furnace),33.06,2.67,55.98,21.72,37.64,1.97,1.78,62.1,0
2025-01-09 19:30:00,Zone-C (Oxygen Plant),43.58,5.84,80.83,19.23,40.76,2.4,3.21,81.63,0
2025-01-09 20:00:00,Zone-D (Workshop),31.22,0.0,145.27,17.88,28.19,3.59,4.49,78.76,0
2025-01-09 20:30:00,Zone-A (Coke Oven),31.01,0.0,83.09,20.74,20.0,2.46,0.36,81.06,0
2025-01-09 21:00:00,Zone-A (Coke Oven),12.45,0.0,96.39,20.92,60.79,2.86,9.19,79.93,0
2025-01-09 21:30:00,Zone-D (Workshop),13.43,4.49,29.76,22.73,20.0,2.03,3.06,79.53,0
2025-01-09 22:00:00,Zone-A (Coke Oven),0.0,4.7,8.97,18.59,48.71,2.89,3.28,102.01,0
2025-01-09 22:30:00,Zone-D (Workshop),73.74,3.35,52.49,22.23,58.3,3.84,5.51,74.24,0
2025-01-09 23:00:00,Zone-A (Coke Oven),0.0,5.55,54.29,23.0,23.23,3.3,4.83,84.36,0
2025-01-09 23:30:00,Zone-B (Blast Furnace),12.68,0.0,6.86,19.93,31.14,2.43,3.08,70.29,0
2025-01-10 00:00:00,Zone-A (Coke Oven),12.04,7.0,42.99,18.56,63.2,3.04,3.26,82.91,0
2025-01-10 00:30:00,Zone-D (Workshop),52.37,6.57,65.97,19.89,52.99,2.96,0.0,84.39,0
2025-01-10 01:00:00,Zone-D (Workshop),22.63,4.21,64.42,20.52,35.74,2.91,1.89,78.64,0
2025-01-10 01:30:00,Zone-D (Workshop),61.19,7.35,70.17,21.35,63.03,3.39,4.03,91.69,0
2025-01-10 02:00:00,Zone-D (Workshop),13.16,0.0,61.64,19.61,63.1,3.38,3.89,66.16,0
2025-01-10 02:30:00,Zone-D (Workshop),36.97,0.43,29.72,22.83,49.04,2.4,5.44,70.13,0
2025-01-10 03:00:00,Zone-C (Oxygen Plant),9.12,0.0,29.44,18.83,31.5,3.01,2.76,77.12,0
2025-01-10 03:30:00,Zone-C (Oxygen Plant),83.63,4.16,2.04,17.89,38.8,2.19,0.23,83.81,0
2025-01-10 04:00:00,Zone-A (Coke Oven),0.31,0.0,121.39,22.16,49.3,1.76,5.11,76.79,0
2025-01-10 04:30:00,Zone-D (Workshop),37.75,4.27,50.54,17.09,42.17,2.28,5.87,87.86,0
2025-01-10 05:00:00,Zone-A (Coke Oven),45.84,6.11,41.01,20.19,59.08,2.44,4.8,68.38,0
2025-01-10 05:30:00,Zone-D (Workshop),40.34,4.09,12.85,23.0,22.05,1.17,2.67,63.59,0
2025-01-10 06:00:00,Zone-D (Workshop),25.37,2.85,167.43,20.48,22.59,3.19,5.09,78.08,0
2025-01-10 06:30:00,Zone-C (Oxygen Plant),26.75,0.0,7.07,18.82,47.71,0.5,9.86,74.23,0
2025-01-10 07:00:00,Zone-C (Oxygen Plant),31.1,0.0,32.85,20.41,37.63,4.67,3.23,80.43,0
2025-01-10 07:30:00,Zone-B (Blast Furnace),26.32,5.75,66.63,20.42,35.59,3.7,0.38,74.73,0
2025-01-10 08:00:00,Zone-C (Oxygen Plant),54.1,4.34,74.01,20.74,20.0,2.29,1.83,71.6,0
2025-01-10 08:30:00,Zone-B (Blast Furnace),85.26,1.88,88.32,21.49,45.29,2.51,4.25,74.25,0
2025-01-10 09:00:00,Zone-B (Blast Furnace),16.06,0.75,122.3,18.94,44.21,2.74,0.0,75.29,0
2025-01-10 09:30:00,Zone-B (Blast Furnace),0.0,0.0,70.25,23.0,54.8,2.03,3.34,71.95,0
2025-01-10 10:00:00,Zone-B (Blast Furnace),27.79,0.0,7.76,20.87,46.03,2.65,3.76,72.97,0
2025-01-10 10:30:00,Zone-B (Blast Furnace),94.49,7.73,39.72,21.59,43.01,2.38,6.07,70.96,0
2025-01-10 11:00:00,Zone-A (Coke Oven),9.91,0.0,62.31,19.56,62.66,2.42,5.62,83.57,0
2025-01-10 11:30:00,Zone-C (Oxygen Plant),70.98,2.57,132.73,22.43,25.31,2.65,4.73,76.94,0
2025-01-10 12:00:00,Zone-B (Blast Furnace),71.94,5.02,0.0,20.11,53.05,1.45,0.0,97.57,0
2025-01-10 12:30:00,Zone-D (Workshop),16.16,0.0,98.1,20.92,20.0,2.53,4.84,76.61,0
2025-01-10 13:00:00,Zone-C (Oxygen Plant),44.22,2.55,57.2,19.1,32.42,2.63,4.41,69.49,0
2025-01-10 13:30:00,Zone-C (Oxygen Plant),70.71,4.81,83.51,19.0,26.81,2.6,3.51,101.71,0
2025-01-10 14:00:00,Zone-B (Blast Furnace),20.52,2.04,45.92,21.53,56.73,2.33,0.0,79.14,0
